Zipcode,Place Name,State,County,Lat,Lon,
41 62037,Grafton,IL,Jersey,39.0021,-90.432,
54 23156,Shacklefords,VA,King and Queen,37.5213,-76.709,
44 58565,Riverdale,ND,McLean,47.4975,-101.371,
41 77629,Nome,TX,Jefferson,30.0015,-94.418,
42 66930,Agenda,KS,Republic,39.7044,-97.446,
46 17622,Lancaster,PA,Lancaster,40.0418,-76.301,
45 61126,Rockford,IL,Winnebago,42.3254,-89.170,
45 6708,Waterbury,CT,New Haven,41.5511,-73.064,
44 6881,Westport,CT,Fairfield,41.1415,-73.357,
43 15020,Bunola,PA,Allegheny,40.2373,-79.950,
42 33041,Key West,FL,Monroe,24.5552,-81.781,
45 77870,New Baden,TX,Robertson,31.051,-96.429,
40 76259,Ponder,TX,Denton,33.1774,-97.284,
44 23857,Gasburg,VA,Brunswick,36.5856,-77.883,
48 28269,Charlotte,NC,Mecklenburg,35.2886,-80.820,
50 91776,San Gabriel,CA,Los Angeles,34.089,-118.095,
41 93639,Madera,CA,Madera,36.9613,-120.060,
48 29414,Charleston,SC,Charleston,32.8215,-80.056,
38 74117,Tulsa,OK,Tulsa,36.2393,-95.897,
39 64436,Cosby,MO,Andrew,39.8555,-94.697,
43 76436,Carlton,TX,Hamilton,31.8949,-98.184,
43 58602,Dickinson,ND,Stark,46.8792,-102.789,
42 12508,Beacon,NY,Dutchess,41.5097,-73.963,
44 33682,Tampa,FL,Hillsborough,27.872,-82.438,
42 28020,Casar,NC,Cleveland,35.5145,-81.635,
45 52237,Hopkinton,IA,Delaware,42.3422,-91.246,
44 6902,Stamford,CT,Fairfield,41.0602,-73.544,
46 50546,Havelock,IA,Pocahontas,42.8411,-94.725,
41 38834,Corinth,MS,Alcorn,34.8759,-88.591,
50 33441,Deerfield Beach,FL,Broward,26.3096,-80.099,
40 23690,Yorktown,VA,York,37.2287,-76.542,
39 67574,Rozel,KS,Pawnee,38.2148,-99.404,
46 58370,Saint Michael,ND,Benson,47.985,-98.872,
37 84043,Lehi,UT,Utah,40.3958,-111.850,
40 1843,Lawrence,MA,Essex,42.6911,-71.160,
45 52316,North English,IA,Iowa,41.5241,-92.089,
46 60910,Aroma Park,IL,Kankakee,41.0798,-87.811,
41 37770,Lancing,TN,Morgan,36.1456,-84.713,
43 66966,Scandia,KS,Republic,39.7939,-97.778,
46 70113,New Orleans,LA,Orleans,29.9405,-90.084,
44 76883,Telegraph,TX,Edwards,30.3274,-99.906,
43 18910,Bedminster,PA,Bucks,40.4259,-75.179,
45 45898,Willshire,OH,Van Wert,40.7346,-84.777,
42 68827,Chapman,NE,Merrick,40.9856,-98.221,
45 12487,Ulster Park,NY,Ulster,41.8651,-73.994,
47 71603,Pine Bluff,AR,Jefferson,34.1897,-92.044,
43 99729,Cantwell,AK,Denali,63.3955,-148.897,
37 31627,Cecil,GA,Cook,31.0403,-83.391,
43 52537,Bloomfield,IA,Davis,40.7324,-92.398,
58 20536,Washington,DC,District of Columbia,38.9012,-77.016,
43 30236,Jonesboro,GA,Clayton,33.5242,-84.35,
48 91189,Pasadena,CA,Los Angeles,34.1478,-118.144,
38 7107,Newark,NJ,Essex,40.7607,-74.188,
42 98925,Easton,WA,Kittitas,47.233,-121.177,
47 47904,Lafayette,IN,Tippecanoe,40.4276,-86.873,
43 97381,Silverton,OR,Marion,44.991,-122.762,
43 61875,Seymour,IL,Champaign,40.107,-88.426,
46 93546,Mammoth Lakes,CA,Mono,37.6094,-118.865,
41 51241,Larchwood,IA,Lyon,43.4387,-96.425,
41 88009,Playas,NM,Hidalgo,32.055,-108.629,
48 29821,Clarks Hill,SC,McCormick,33.6505,-82.148,
43 67278,Wichita,KS,Sedgwick,37.6922,-97.337,
42 56583,Tintah,MN,Traverse,46.0074,-96.359,
36 25141,Nebo,WV,Clay,38.6271,-81.025,
43 43760,Mount Perry,OH,Perry,39.8788,-82.18,
38 13473,Turin,NY,Lewis,43.6441,-75.413,
37 96047,Igo,CA,Shasta,40.4318,-122.65,
38 32926,Cocoa,FL,Brevard,28.391,-80.78,
40 77338,Humble,TX,Harris,30.0041,-95.282,
40 45822,Celina,OH,Mercer,40.5566,-84.628,
41 49428,Jenison,MI,Ottawa,42.9104,-85.827,
46 46235,Indianapolis,IN,Marion,39.8471,-85.974,
45 97351,Independence,OR,Polk,44.8481,-123.187,
47 13457,Schuyler Lake,NY,Otsego,42.7758,-75.048,
42 15532,Boynton,PA,Somerset,39.7673,-79.06,
46 64127,Kansas City,MO,Jackson,39.0883,-94.536,
40 7653,Paramus,NJ,Bergen,40.9481,-74.083,
47 94563,Orinda,CA,Contra Costa,37.8787,-122.172,
43 54865,Port Wing,WI,Bayfield,46.762,-91.39,
45 18085,Tatamy,PA,Northampton,40.7406,-75.254,
39 14477,Kent,NY,Orleans,43.3341,-78.135,
41 31146,Atlanta,GA,DeKalb,33.8913,-84.074,
45 55301,Albertville,MN,Wright,45.2534,-93.646,
48 54240,Tisch Mills,WI,Manitowoc,44.3272,-87.623,
44 85019,Phoenix,AZ,Maricopa,33.5123,-112.141,
47 29117,Orangeburg,SC,Orangeburg,33.442,-80.797,
50 71152,Shreveport,LA,Caddo Parish,32.6076,-93.752,
44 70356,Gibson,LA,Terrebonne,29.6625,-90.977,
40 43967,Warnock,OH,Belmont,40.02,-80.916,
40 76703,Waco,TX,McLennan,31.5536,-97.203,
47 64055,Independence,MO,Jackson,39.0545,-94.403,
52 76554,Little River Academy,TX,Bell,30.9863,-97.358,
47 91896,Alhambra,CA,Los Angeles,34.0953,-118.12,
42 39366,Vossburg,MS,Jasper,31.9506,-88.970,
42 30635,Elberton,GA,Elbert,34.1082,-82.844,
48 97029,Grass Valley,OR,Sherman,45.3013,-120.747,
46 64134,Kansas City,MO,Jackson,38.9296,-94.500,
50 12915,Brainardsville,NY,Franklin,44.8578,-74.033,
45 25321,Charleston,WV,Kanawha,38.3498,-81.632,
42 81064,Pritchett,CO,Baca,37.2723,-102.914,
48 16611,Alexandria,PA,Huntingdon,40.5485,-78.095,
40 12210,Albany,NY,Albany,42.6568,-73.760,
41 30310,Atlanta,GA,Fulton,33.7278,-84.423,
41 93657,Sanger,CA,Fresno,36.7243,-119.547,
37 65541,Lenox,MO,Dent,37.6531,-91.761,
50 33332,Fort Lauderdale,FL,Broward,26.0596,-80.414,
40 62046,Hamel,IL,Madison,38.8901,-89.845,
43 95485,Upper Lake,CA,Lake,39.1804,-122.914,
46 40769,Williamsburg,KY,Whitley,36.747,-84.139,
51 90001,Los Angeles,CA,Los Angeles,33.9731,-118.247,
45 2050,Marshfield,MA,Plymouth,42.1062,-70.699,
49 70448,Mandeville,LA,St. Tammany,30.3666,-90.048,
46 95387,Westley,CA,Stanislaus,37.5452,-121.225,
43 95333,Le Grand,CA,Merced,37.2496,-120.266,
43 66771,Saint Paul,KS,Neosho,37.518,-95.168,
44 35751,Hollytree,AL,Jackson,34.7955,-86.274,
41 53520,Brodhead,WI,Green,42.6111,-89.371,
40 32927,Cocoa,FL,Brevard,28.4566,-80.797,
44 49460,West Olive,MI,Ottawa,42.9099,-86.131,
45 44905,Mansfield,OH,Richland,40.7779,-82.461,
63 23455,Virginia Beach,VA,Virginia Beach (city),36.8881,-76.144,
40 25557,Ranger,WV,Lincoln,38.097,-82.163,
47 29844,Parksville,SC,McCormick,33.7854,-82.211,
45 61764,Pontiac,IL,Livingston,40.8764,-88.632,
41 53562,Middleton,WI,Dane,43.1052,-89.507,
46 97222,Portland,OR,Clackamas,45.4373,-122.614,
44 37349,Manchester,TN,Coffee,35.4976,-86.074,
44 3087,Windham,NH,Rockingham,42.8051,-71.306,
42 5261,Pownal,VT,Bennington,42.788,-73.216,
47 3443,Chesterfield,NH,Cheshire,42.8839,-72.454,
40 98115,Seattle,WA,King,47.6849,-122.296,
50 38921,Charleston,MS,Tallahatchie,33.9726,-90.111,
42 23089,Lanexa,VA,New Kent,37.4194,-76.902,
41 56716,Crookston,MN,Polk,47.7797,-96.593,
33 61472,Rio,IL,Knox,41.1103,-90.3,
51 99736,Deering,AK,Northwest Arctic,66.0737,-162.71,
46 23055,Fork Union,VA,Fluvanna,37.7715,-78.235,
44 77961,Francitas,TX,Jackson,28.8597,-96.338,
44 62814,Bluford,IL,Jefferson,38.3531,-88.758,
40 39042,Brandon,MS,Rankin,32.3038,-89.96,
41 17503,Bart,PA,Lancaster,40.0185,-76.297,
51 59921,Lake Mc Donald,MT,Flathead,48.2989,-113.949,
43 13337,Fly Creek,NY,Otsego,42.7252,-74.986,
44 55164,Saint Paul,MN,Ramsey,44.9909,-93.106,
43 81413,Cedaredge,CO,Delta,38.9119,-107.926,
42 42031,Clinton,KY,Hickman,36.6675,-88.967,
39 27661,Raleigh,NC,Wake,35.7977,-78.625,
50 29628,Calhoun Falls,SC,Abbeville,34.0999,-82.580,
38 39167,Star,MS,Rankin,32.0961,-90.061,
74 94102,San Francisco,CA,City and County of San Francisco,37.7813,-122.416,
40 58649,Reeder,ND,Adams,46.1116,-102.940,
43 85068,Phoenix,AZ,Maricopa,33.4484,-112.07,
41 74345,Grove,OK,Delaware,36.6036,-94.729,
49 94807,Richmond,CA,Contra Costa,37.9358,-122.347,
42 48363,Oakland,MI,Oakland,42.7732,-83.171,
43 39367,Waynesboro,MS,Wayne,31.6754,-88.678,
54 23326,Chesapeake,VA,Chesapeake (city),36.777,-76.239,
55 20740,College Park,MD,Prince George's,38.9963,-76.929,
46 23345,Davis Wharf,VA,Accomack,37.5529,-75.87,
49 29659,Lowndesville,SC,Abbeville,34.2126,-82.649,
38 60082,Techny,IL,Cook,42.1164,-87.812,
45 97712,Brothers,OR,Deschutes,43.7789,-120.47,
48 43128,Jeffersonville,OH,Fayette,39.659,-83.568,
44 97325,Aumsville,OR,Marion,44.8313,-122.851,
41 99018,Latah,WA,Spokane,47.2999,-117.139,
45 19038,Glenside,PA,Montgomery,40.1096,-75.15,
48 27801,Rocky Mount,NC,Edgecombe,35.9427,-77.760,
44 60974,Woodland,IL,Iroquois,40.7151,-87.730,
45 97343,Eddyville,OR,Lincoln,44.6371,-123.753,
46 10701,Yonkers,NY,Westchester,40.9461,-73.866,
40 78742,Austin,TX,Travis,30.2313,-97.670,
42 92802,Anaheim,CA,Orange,33.8085,-117.922,
42 12492,West Kill,NY,Greene,42.2046,-74.36,
47 20720,Bowie,MD,Prince George's,38.9885,-76.79,
45 58744,Karlsruhe,ND,McHenry,48.1009,-100.574,
44 8096,Deptford,NJ,Gloucester,39.7539,-74.99,
37 40923,Cannon,KY,Knox,36.9195,-83.85,
51 98259,North Lakewood,WA,Snohomish,48.152,-122.207,
45 64835,Carterville,MO,Jasper,37.1507,-94.435,
42 53141,Kenosha,WI,Kenosha,42.5847,-87.821,
45 79094,Wayside,TX,Armstrong,34.9653,-101.357,
43 50527,Curlew,IA,Palo Alto,42.9633,-94.797,
44 16677,Sandy Ridge,PA,Centre,40.8136,-78.23,
50 70064,Kenner,LA,Jefferson Parish,29.9941,-90.241,
45 76115,Fort Worth,TX,Tarrant,32.6796,-97.333,
40 75270,Dallas,TX,Dallas,32.7813,-96.801,
40 42041,Fulton,KY,Fulton,36.5475,-88.874,
40 77207,Houston,TX,Harris,29.834,-95.434,
43 24739,Princeton,WV,Mercer,37.3662,-81.102,
45 17231,Lemasters,PA,Franklin,39.8594,-77.857,
55 99928,Ward Cove,AK,Ketchikan Gateway,55.3954,-131.675,
45 55777,Virginia,MN,St. Louis,47.5233,-92.536,
48 17730,Dewart,PA,Northumberland,41.1092,-76.876,
41 47874,Rosedale,IN,Parke,39.6239,-87.308,
44 49525,Grand Rapids,MI,Kent,43.0135,-85.602,
39 43615,Toledo,OH,Lucas,41.6492,-83.670,
43 92838,Fullerton,CA,Orange,33.8934,-117.93,
43 81610,Dinosaur,CO,Moffat,40.2566,-108.965,
44 12549,Montgomery,NY,Orange,41.5333,-74.253,
53 99691,Nikolai,AK,Yukon-Koyukuk (CA),63.0133,-154.37,
43 59930,Rexford,MT,Lincoln,48.9179,-115.212,
42 95692,Wheatland,CA,Yuba,39.0337,-121.423,
51 81331,Pleasant View,CO,Montezuma,37.5888,-108.809,
40 68465,Wilber,NE,Saline,40.4821,-96.975,
44 84542,Wellington,UT,Carbon,39.5423,-110.73,
45 33011,Hialeah,FL,Miami-Dade,25.8576,-80.278,
44 18968,Spinnerstown,PA,Bucks,40.439,-75.437,
46 28528,Gloucester,NC,Carteret,34.7344,-76.539,
47 7703,Fort Monmouth,NJ,Monmouth,40.3177,-74.03,
43 41332,Hazel Green,KY,Wolfe,37.7981,-83.42,
45 53132,Franklin,WI,Milwaukee,42.9017,-88.008,
43 25901,Oak Hill,WV,Fayette,37.9723,-81.148,
43 37878,Tallassee,TN,Blount,35.5844,-83.992,
38 52251,Ladora,IA,Iowa,41.7564,-92.187,
43 2155,Medford,MA,Middlesex,42.4173,-71.108,
45 93225,Frazier Park,CA,Kern,34.8265,-119.035,
52 80901,Colorado Springs,CO,El Paso,38.8339,-104.821,
45 96114,Janesville,CA,Lassen,40.2963,-120.509,
41 51248,Sanborn,IA,O'Brien,43.189,-95.662,
40 27701,Durham,NC,Durham,35.9967,-78.896,
40 76705,Waco,TX,McLennan,31.6403,-97.096,
41 54529,Harshaw,WI,Oneida,45.6762,-89.650,
38 81414,Cory,CO,Delta,38.7887,-107.986,
42 17540,Leola,PA,Lancaster,40.0964,-76.192,
42 74833,Castle,OK,Okfuskee,35.4732,-96.379,
43 89121,Las Vegas,NV,Clark,36.1232,-115.090,
42 41810,Cromona,KY,Letcher,37.1865,-82.697,
42 2666,Truro,MA,Barnstable,41.9988,-70.056,
38 93549,Olancha,CA,Inyo,36.23,-117.955,
39 96765,Lawai,HI,Kauai,21.9309,-159.499,
50 21767,Maugansville,MD,Washington,39.6996,-77.749,
40 51238,Hospers,IA,Sioux,43.0793,-95.914,
48 7064,Port Reading,NJ,Middlesex,40.5709,-74.246,
44 64866,Stark City,MO,Newton,36.8785,-94.154,
39 60074,Palatine,IL,Cook,42.1458,-88.02,
46 21560,Spring Gap,MD,Allegany,39.5654,-78.716,
42 62844,Grayville,IL,White,38.2627,-88.003,
48 66118,Kansas City,KS,Wyandotte,39.1011,-94.614,
39 16728,De Young,PA,Elk,41.4159,-78.665,
44 33679,Tampa,FL,Hillsborough,27.872,-82.438,
47 33427,Boca Raton,FL,Palm Beach,26.376,-80.107,
36 66833,Allen,KS,Lyon,38.652,-96.173,
40 17358,Rossville,PA,York,39.973,-76.687,
39 48160,Milan,MI,Monroe,42.0914,-83.677,
38 61488,Wataga,IL,Knox,41.0224,-90.272,
45 8252,Whitesboro,NJ,Cape May,39.0421,-74.861,
41 68371,Henderson,NE,York,40.7814,-97.797,
42 73072,Norman,OK,Cleveland,35.199,-97.484,
37 67543,Haven,KS,Reno,37.8989,-97.782,
45 45233,Cincinnati,OH,Hamilton,39.111,-84.659,
49 59015,Broadview,MT,Yellowstone,46.0821,-108.809,
36 65560,Salem,MO,Dent,37.617,-91.525,
44 47107,Bradford,IN,Harrison,38.3678,-86.061,
40 60476,Thornton,IL,Cook,41.5727,-87.607,
46 45252,Cincinnati,OH,Hamilton,39.2668,-84.628,
45 74011,Broken Arrow,OK,Tulsa,35.9908,-95.814,
46 43913,Brilliant,OH,Jefferson,40.2683,-80.631,
51 2379,West Bridgewater,MA,Plymouth,42.0255,-71.016,
47 32718,Casselberry,FL,Seminole,28.7448,-81.223,
42 18946,Pineville,PA,Bucks,40.2962,-75.005,
43 4943,Hartland,ME,Somerset,44.8782,-69.471,
40 24082,Critz,VA,Patrick,36.6211,-80.129,
42 44485,Warren,OH,Trumbull,41.2405,-80.844,
42 52044,Elkport,IA,Clayton,42.7624,-91.320,
42 98075,Sammamish,WA,King,47.5857,-122.034,
43 25547,Pecks Mill,WV,Logan,37.9298,-81.965,
40 95632,Galt,CA,Sacramento,38.2691,-121.,
43 2835,Jamestown,RI,Newport,41.5164,-71.376,
40 71964,Pearcy,AR,Garland,34.4351,-93.24,
55 63179,Saint Louis,MO,St. Louis (city),38.6531,-90.243,
41 56577,Richwood,MN,Becker,46.934,-95.678,
45 29560,Lake City,SC,Florence,33.8655,-79.741,
42 77582,Raywood,TX,Liberty,30.0542,-94.676,
49 70054,Gretna,LA,Jefferson Parish,29.9146,-90.05,
43 42285,Sweeden,KY,Edmonson,37.2641,-86.297,
41 39156,Redwood,MS,Warren,32.4867,-90.785,
37 16911,Arnot,PA,Tioga,41.6626,-77.12,
43 17087,Richland,PA,Lebanon,40.3806,-76.265,
42 16936,Millerton,PA,Tioga,41.9625,-76.974,
42 76372,Newcastle,TX,Young,33.1901,-98.744,
47 62049,Hillsboro,IL,Montgomery,39.1494,-89.488,
43 50153,Lynnville,IA,Jasper,41.5698,-92.787,
37 62610,Alsey,IL,Scott,39.5606,-90.43,
46 8402,Margate City,NJ,Atlantic,39.3286,-74.50,
43 8750,Sea Girt,NJ,Monmouth,40.1345,-74.043,
44 21709,Frederick,MD,Frederick,39.47,-77.392,
40 75218,Dallas,TX,Dallas,32.8463,-96.697,
47 35292,Birmingham,AL,Jefferson,33.5207,-86.802,
41 32618,Archer,FL,Alachua,29.5597,-82.510,
43 56667,Puposky,MN,Beltrami,47.7436,-94.980,
40 24628,Maxie,VA,Buchanan,37.288,-82.027,
42 2822,Exeter,RI,Washington,41.574,-71.607,
43 78382,Rockport,TX,Aransas,28.0308,-97.068,
43 95953,Live Oak,CA,Sutter,39.2601,-121.692,
40 98127,Seattle,WA,King,47.6063,-122.330,
38 41612,Bypro,KY,Floyd,37.3465,-82.716,
43 72331,Earle,AR,Crittenden,35.2799,-90.450,
42 57456,Leola,SD,McPherson,45.7228,-98.940,
46 54970,Redgranite,WI,Waushara,44.0438,-89.098,
38 74824,Agra,OK,Lincoln,35.909,-96.873,
41 34113,Naples,FL,Collier,26.0426,-81.718,
43 22810,Basye,VA,Shenandoah,38.8089,-78.777,
40 16017,Boyers,PA,Butler,40.9211,-79.927,
43 47531,Evanston,IN,Spencer,38.0224,-86.836,
43 46805,Fort Wayne,IN,Allen,41.0977,-85.118,
42 11354,Flushing,NY,Queens,40.7667,-73.824,
50 15679,Ruffs Dale,PA,Westmoreland,40.1585,-79.627,
65 22907,Charlottesville,VA,Charlottesville (city),38.0401,-78.485,
42 45711,Amesville,OH,Athens,39.4086,-81.96,
42 36078,Tallassee,AL,Elmore,32.551,-85.897,
43 43736,Fairview,OH,Guernsey,40.065,-81.255,
40 88023,Bayard,NM,Grant,32.7617,-108.130,
47 35202,Birmingham,AL,Jefferson,33.5207,-86.802,
42 71658,Montrose,AR,Ashley,33.3075,-91.522,
48 43822,Frazeysburg,OH,Muskingum,40.1316,-82.129,
46 6447,Marlborough,CT,Hartford,41.6412,-72.460,
45 22153,Springfield,VA,Fairfax,38.7449,-77.23,
49 97602,Klamath Falls,OR,Klamath,42.2249,-121.781,
44 76093,Rio Vista,TX,Johnson,32.2532,-97.367,
42 53554,Livingston,WI,Grant,42.9044,-90.44,
42 59020,Cooke City,MT,Park,45.0234,-109.90,
40 49070,Martin,MI,Allegan,42.537,-85.641,
47 14520,Ontario Center,NY,Wayne,43.2259,-77.305,
39 79057,Mclean,TX,Gray,35.2312,-100.600,
38 75460,Paris,TX,Lamar,33.6581,-95.537,
63 23465,Virginia Beach,VA,Virginia Beach (city),36.8512,-76.169,
46 17859,Orangeville,PA,Columbia,41.1016,-76.38,
43 33153,Miami,FL,Miami-Dade,25.8655,-80.193,
43 50599,Woolstock,IA,Wright,42.5844,-93.821,
41 78140,Nixon,TX,Gonzales,29.3016,-97.752,
43 13627,Deer River,NY,Lewis,43.9298,-75.589,
55 63101,Saint Louis,MO,St. Louis (city),38.6346,-90.191,
48 24970,Ronceverte,WV,Greenbrier,37.7418,-80.462,
46 17508,Brownstown,PA,Lancaster,40.124,-76.217,
48 24059,Bent Mountain,VA,Roanoke,37.1549,-80.121,
46 4344,Farmingdale,ME,Kennebec,44.2523,-69.791,
37 72668,Peel,AR,Marion,36.435,-92.761,
44 78260,San Antonio,TX,Bexar,29.7026,-98.475,
58 20547,Washington,DC,District of Columbia,38.8933,-77.014,
50 17213,Blairs Mills,PA,Huntingdon,40.2548,-77.769,
45 62427,Flat Rock,IL,Crawford,38.9096,-87.683,
43 58544,Hazelton,ND,Emmons,46.4875,-100.273,
44 92066,Ranchita,CA,San Diego,33.21,-116.516,
49 34695,Safety Harbor,FL,Pinellas,28.0096,-82.696,
57 92411,San Bernardino,CA,San Bernardino,34.1214,-117.317,
45 49267,Ottawa Lake,MI,Monroe,41.7683,-83.685,
40 37909,Knoxville,TN,Knox,35.946,-84.023,
47 12153,Sand Lake,NY,Rensselaer,42.6379,-73.498,
46 69336,Bridgeport,NE,Morrill,41.6766,-103.070,
45 30817,Lincolnton,GA,Lincoln,33.7773,-82.443,
44 10060,New York,NY,New York,40.7808,-73.977,
40 44035,Elyria,OH,Lorain,41.3724,-82.105,
46 8048,Lumberton,NJ,Burlington,39.9651,-74.806,
45 17112,Harrisburg,PA,Dauphin,40.3352,-76.791,
44 31537,Folkston,GA,Charlton,30.8508,-82.011,
51 16066,Cranberry Township,PA,Butler,40.685,-80.107,
44 72123,Patterson,AR,Woodruff,35.2588,-91.23,
41 76953,Tennyson,TX,Coke,31.7397,-100.288,
37 73449,Mead,OK,Bryan,33.9944,-96.529,
44 17069,New Buffalo,PA,Perry,40.4543,-76.969,
41 42715,Breeding,KY,Adair,36.9553,-85.403,
45 95536,Ferndale,CA,Humboldt,40.5259,-124.251,
49 35456,Duncanville,AL,Tuscaloosa,33.0618,-87.442,
46 96019,Shasta Lake,CA,Shasta,40.6969,-122.368,
43 46857,Fort Wayne,IN,Allen,41.0938,-85.070,
41 37934,Knoxville,TN,Knox,35.8762,-84.174,
40 93242,Laton,CA,Fresno,36.4378,-119.715,
44 40823,Cumberland,KY,Harlan,36.9711,-82.977,
44 94913,San Rafael,CA,Marin,37.9735,-122.531,
43 49305,Barryton,MI,Mecosta,43.7507,-85.154,
42 22035,Fairfax,VA,Fairfax,38.8557,-77.361,
58 20524,Washington,DC,District of Columbia,38.9024,-77.032,
46 33903,North Fort Myers,FL,Lee,26.693,-81.912,
45 66763,Frontenac,KS,Crawford,37.4466,-94.691,
42 85602,Benson,AZ,Cochise,31.9883,-110.294,
45 95403,Santa Rosa,CA,Sonoma,38.4822,-122.747,
46 14750,Lakewood,NY,Chautauqua,42.0973,-79.329,
44 50268,What Cheer,IA,Keokuk,41.3953,-92.354,
48 38703,Greenville,MS,Washington,33.4085,-91.022,
46 45206,Cincinnati,OH,Hamilton,39.1269,-84.485,
43 67016,Bentley,KS,Sedgwick,37.8866,-97.516,
41 71348,Libuse,LA,Rapides,31.3541,-92.333,
43 60016,Des Plaines,IL,Cook,42.0467,-87.885,
38 25943,Wyco,WV,Wyoming,37.599,-81.342,
43 45761,Millfield,OH,Athens,39.4077,-82.111,
48 19805,Wilmington,DE,New Castle,39.7434,-75.582,
44 61018,Dakota,IL,Stephenson,42.4031,-89.546,
46 86432,Littlefield,AZ,Mohave,36.8872,-113.929,
42 68834,Eddyville,NE,Dawson,41.0079,-99.68,
46 40211,Louisville,KY,Jefferson,38.242,-85.812,
36 60099,Zion,IL,Lake,42.4442,-87.838,
47 77359,Oakhurst,TX,San Jacinto,30.7126,-95.309,
46 18949,Plumsteadville,PA,Bucks,40.388,-75.142,
40 5443,Bristol,VT,Addison,44.146,-73.071,
44 48758,Richville,MI,Tuscola,43.4073,-83.676,
41 51049,Quimby,IA,Cherokee,42.6303,-95.64,
43 49874,Powers,MI,Menominee,45.6792,-87.531,
45 70552,Loreauville,LA,Iberia,30.0683,-91.659,
47 22060,Fort Belvoir,VA,Fairfax,38.6947,-77.143,
41 83348,Picabo,ID,Blaine,43.3101,-114.086,
38 67028,Coats,KS,Pratt,37.5125,-98.850,
46 46231,Indianapolis,IN,Marion,39.7038,-86.302,
37 58125,Fargo,ND,Cass,46.8772,-96.789,
43 57002,Aurora,SD,Brookings,44.2838,-96.704,
44 27231,Cedar Grove,NC,Orange,36.202,-79.166,
50 24991,Williamsburg,WV,Greenbrier,37.9701,-80.492,
47 58325,Churchs Ferry,ND,Ramsey,48.2862,-99.141,
35 83634,Kuna,ID,Ada,43.487,-116.381,
40 77240,Houston,TX,Harris,29.834,-95.434,
40 31322,Pooler,GA,Chatham,32.1149,-81.25,
41 32178,Palatka,FL,Putnam,29.6486,-81.637,
45 45895,Wapakoneta,OH,Auglaize,40.569,-84.177,
47 15146,Monroeville,PA,Allegheny,40.429,-79.762,
53 96151,South Lake Tahoe,CA,El Dorado,38.9039,-119.99,
44 70718,Brittany,LA,Ascension,30.201,-90.868,
46 98849,Riverside,WA,Okanogan,48.4876,-119.580,
40 8691,Trenton,NJ,Mercer,40.2197,-74.593,
42 57061,Sinai,SD,Brookings,44.2444,-97.040,
41 11954,Montauk,NY,Suffolk,41.0459,-71.94,
46 99697,Kodiak,AK,Kodiak Island,57.79,-152.407,
42 29384,Waterloo,SC,Laurens,34.3367,-82.08,
38 73029,Cyril,OK,Caddo,34.8959,-98.208,
45 23184,Wicomico,VA,Gloucester,37.291,-76.509,
43 21901,North East,MD,Cecil,39.6045,-75.953,
52 80932,Colorado Springs,CO,El Paso,38.8339,-104.821,
58 96854,Wheeler Army Airfield,HI,Honolulu,21.4877,-158.035,
45 6023,East Berlin,CT,Hartford,41.6128,-72.71,
40 30305,Atlanta,GA,Fulton,33.832,-84.385,
45 25410,Bakerton,WV,Jefferson,39.3159,-77.877,
41 40977,Pineville,KY,Bell,36.7159,-83.766,
46 32359,Steinhatchee,FL,Taylor,29.6739,-83.372,
40 55929,Dover,MN,Olmsted,44.0015,-92.141,
49 95237,Lockeford,CA,San Joaquin,38.1613,-121.142,
45 14747,Kennedy,NY,Chautauqua,42.1508,-79.096,
40 79764,Odessa,TX,Ector,31.8767,-102.437,
44 13350,Herkimer,NY,Herkimer,43.0307,-74.987,
46 55969,Rollingstone,MN,Winona,44.1025,-91.815,
40 96732,Kahului,HI,Maui,20.8814,-156.478,
45 2742,New Bedford,MA,Bristol,41.6362,-70.934,
43 78604,Belmont,TX,Gonzales,29.5233,-97.683,
42 32087,Sanderson,FL,Baker,30.2522,-82.272,
42 80653,Weldona,CO,Morgan,40.3681,-103.967,
44 30023,Alpharetta,GA,Fulton,34.0754,-84.294,
47 36110,Montgomery,AL,Montgomery,32.4217,-86.27,
58 20572,Washington,DC,District of Columbia,38.8933,-77.014,
46 71749,Junction City,AR,Union,33.0163,-92.724,
48 29611,Greenville,SC,Greenville,34.8533,-82.449,
62 70802,Baton Rouge,LA,East Baton Rouge Parish,30.4438,-91.177,
43 21285,Towson,MD,Baltimore,39.4015,-76.601,
44 2649,Mashpee,MA,Barnstable,41.6181,-70.485,
42 66736,Fredonia,KS,Wilson,37.5717,-95.748,
40 66854,Hartford,KS,Lyon,38.2833,-95.999,
37 41520,Dorton,KY,Pike,37.279,-82.577,
44 34209,Bradenton,FL,Manatee,27.4759,-82.616,
45 96821,Honolulu,HI,Honolulu,21.2928,-157.755,
40 18837,Rome,PA,Bradford,41.8634,-76.301,
42 89185,Las Vegas,NV,Clark,36.175,-115.137,
41 29021,Camden,SC,Kershaw,34.2974,-80.608,
44 4353,Whitefield,ME,Lincoln,44.1884,-69.575,
42 15485,Ursina,PA,Somerset,39.8173,-79.330,
44 50643,Hudson,IA,Black Hawk,42.3905,-92.454,
37 35441,Akron,AL,Hale,32.8553,-87.721,
44 4034,Freeport,ME,Cumberland,43.857,-70.103,
42 56466,Motley,MN,Morrison,46.2881,-94.563,
45 47123,Grantsburg,IN,Crawford,38.282,-86.484,
46 72075,Jacksonport,AR,Jackson,35.6414,-91.307,
41 57266,Summit,SD,Roberts,45.3521,-97.042,
